R_squared,Alpha_monthly,Alpha_annual,Alpha_t,Alpha_p,beta_mktrf,t_mktrf,beta_smb,t_smb,beta_hml,t_hml,beta_mom,t_mom
0.01357807869862715,0.0017522052012494467,0.021026462414993362,1.2815179775111143,0.20001178954143473,0.019911135442933783,0.20900782079840668,-0.0494306891048521,-0.3114881207934341,-0.06106048966497214,-0.4211088563581134,0.10785784899558348,0.5675146588217315
